nboletahogar,nlinea,parentesco,sexo,edad,embarazada_lactante,sabe_leer,asistido_escuela_vez,estudiando_actual,grado_estudio,grado_estudio_an,ocupacion
GHCUES2482,1,1-Jefe del hogar,1-Hombre,76,,01-Si,02-No,,,,23- Enfermo
GHCUES2482,2,3-Hijo,2-Mujer,37,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2482,3,3-Hijo,2-Mujer,33,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,01-Agricultor sin tierra y/o en tierra familiar
GHCUES2482,4,8-Hermano/a,2-Mujer,78,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES2484,1,1-Jefe del hogar,1-Hombre,58,,02-No,02-No,,,,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2484,2,2-Esposa/esposo,2-Mujer,51,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES2485,1,1-Jefe del hogar,1-Hombre,80,,02-No,02-No,,,,02-Agricultor dedicado a granos básicos
GHCUES2485,2,2-Esposa/esposo,2-Mujer,75,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES2486,1,1-Jefe del hogar,1-Hombre,79,,02-No,02-No,,,,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2486,2,2-Esposa/esposo,2-Mujer,62,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES2487,1,1-Jefe del hogar,1-Hombre,36,,02-No,02-No,,,,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2487,3,3-Hijo,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES2487,4,3-Hijo,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES2487,6,3-Hijo,1-Hombre,4,,,,,,,
GHCUES2487,7,3-Hijo,1-Hombre,0,,,,,,,
GHCUES2487,2,2-Esposa/esposo,2-Mujer,30,2-Lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES2487,5,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES2488,1,1-Jefe del hogar,1-Hombre,80,,02-No,02-No,,,,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2488,3,5-Nieto,1-Hombre,18,,01-Si,01-Si,02-No,1-Primaria,3,01-Agricultor sin tierra y/o en tierra familiar
GHCUES2488,4,5-Nieto,1-Hombre,16,,01-Si,01-Si,02-No,1-Primaria,6,01-Agricultor sin tierra y/o en tierra familiar
GHCUES2488,2,2-Esposa/esposo,2-Mujer,75,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES2489,1,1-Jefe del hogar,2-Mujer,34,3-No embarazada ni lactante,02-No,02-No,,,,05- Jornalero agrícola
GHCUES2489,2,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,2,
GHCUES2489,3,3-Hijo,2-Mujer,8,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES2489,4,3-Hijo,2-Mujer,1,4-No aplica,,,,,,
GHCUES2490,1,1-Jefe del hogar,1-Hombre,39,,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES2490,5,3-Hijo,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES2490,6,3-Hijo,1-Hombre,7,,01-Si,01-Si,01-Si,0-Ninguno,0,
GHCUES2490,7,3-Hijo,1-Hombre,4,,,,,,,
GHCUES2490,2,2-Esposa/esposo,2-Mujer,31,1-Embarazada,01-Si,01-Si,02-No,1-Primaria,5,06 - Ama de casa
GHCUES2490,3,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES2490,4,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES2490,8,7-Suegro/a,2-Mujer,74,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES2491,1,1-Jefe del hogar,1-Hombre,28,,01-Si,01-Si,01-Si,3-Superior/universitaria,2,18- Obrero especializado de fábrica
GHCUES2491,3,3-Hijo,1-Hombre,7,,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES2491,4,3-Hijo,1-Hombre,5,,,,,,,
GHCUES2491,2,2-Esposa/esposo,2-Mujer,22,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,5,06 - Ama de casa
GHCUES2492,1,1-Jefe del hogar,1-Hombre,41,,01-Si,01-Si,02-No,1-Primaria,3,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2492,2,2-Esposa/esposo,2-Mujer,23,2-Lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES2492,3,3-Hijo,2-Mujer,4,4-No aplica,,,,,,
GHCUES2492,4,3-Hijo,2-Mujer,0,4-No aplica,,,,,,
GHCUES2493,1,1-Jefe del hogar,1-Hombre,34,,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES2493,2,2-Esposa/esposo,2-Mujer,25,1-Embarazada,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES2493,3,3-Hijo,2-Mujer,4,4-No aplica,,,,,,
GHCUES2494,1,1-Jefe del hogar,1-Hombre,37,,01-Si,01-Si,02-No,1-Primaria,2,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2494,3,3-Hijo,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES2494,4,3-Hijo,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES2494,2,2-Esposa/esposo,2-Mujer,35,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES2494,5,3-Hijo,2-Mujer,5,4-No aplica,,,,,,
GHCUES2495,3,3-Hijo,1-Hombre,24,,01-Si,01-Si,02-No,1-Primaria,6,05- Jornalero agrícola
GHCUES2495,1,1-Jefe del hogar,2-Mujer,55,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES2495,2,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,09- Trabajador en oficios domésticos
GHCUES2495,4,4-Yerno/nuera,2-Mujer,20,1-Embarazada,01-Si,01-Si,02-No,1-Primaria,5,06 - Ama de casa
GHCUES2496,1,1-Jefe del hogar,1-Hombre,32,,01-Si,01-Si,02-No,1-Primaria,3,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2496,2,2-Esposa/esposo,2-Mujer,32,3-No embarazada ni lactante,02-No,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES2496,3,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,3,07 - Escolar / estudiante
GHCUES2496,4,3-Hijo,2-Mujer,15,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,3,07 - Escolar / estudiante
GHCUES2496,5,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES2496,6,3-Hijo,2-Mujer,5,4-No aplica,,,,,,
GHCUES2497,1,1-Jefe del hogar,1-Hombre,29,,01-Si,01-Si,02-No,1-Primaria,2,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2497,3,3-Hijo,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES2497,5,3-Hijo,1-Hombre,1,,,,,,,
GHCUES2497,2,2-Esposa/esposo,2-Mujer,27,2-Lactante,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES2497,4,3-Hijo,2-Mujer,7,4-No aplica,02-No,01-Si,01-Si,1-Primaria,1,
GHCUES2498,1,1-Jefe del hogar,1-Hombre,25,,01-Si,01-Si,02-No,1-Primaria,5,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2498,3,3-Hijo,1-Hombre,5,,,,,,,
GHCUES2498,2,2-Esposa/esposo,2-Mujer,25,2-Lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES2498,4,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES2499,1,1-Jefe del hogar,1-Hombre,33,,01-Si,01-Si,02-No,2-Secundaria,3,05- Jornalero agrícola
GHCUES2499,4,3-Hijo,1-Hombre,6,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES2499,5,6-Padre/madre,1-Hombre,73,,02-No,02-No,,,,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2499,2,2-Esposa/esposo,2-Mujer,30,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,15- Comerciante fijo en la comunidad
GHCUES2499,3,3-Hijo,2-Mujer,9,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES2499,6,6-Padre/madre,2-Mujer,68,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES2500,4,3-Hijo,1-Hombre,3,,,,,,,
GHCUES2500,1,1-Jefe del hogar,2-Mujer,38,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES2500,2,3-Hijo,2-Mujer,13,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,1,
GHCUES2500,3,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES2501,1,1-Jefe del hogar,1-Hombre,31,,01-Si,01-Si,02-No,1-Primaria,6,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2501,3,3-Hijo,1-Hombre,8,,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES2501,2,2-Esposa/esposo,2-Mujer,26,2-Lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES2501,4,3-Hijo,2-Mujer,0,4-No aplica,,,,,,
GHCUES2502,1,1-Jefe del hogar,1-Hombre,26,,01-Si,01-Si,02-No,1-Primaria,4,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2502,4,3-Hijo,1-Hombre,1,,,,,,,
GHCUES2502,2,2-Esposa/esposo,2-Mujer,29,3-No embarazada ni lactante,02-No,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES2502,3,3-Hijo,2-Mujer,6,4-No aplica,01-Si,01-Si,01-Si,0-Ninguno,0,
GHCUES2503,1,1-Jefe del hogar,1-Hombre,48,,02-No,02-No,,,,05- Jornalero agrícola
GHCUES2503,4,3-Hijo,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES2503,2,2-Esposa/esposo,2-Mujer,44,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES2503,3,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,2,
GHCUES2503,5,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES2504,1,1-Jefe del hogar,1-Hombre,71,,02-No,02-No,,,,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2504,2,2-Esposa/esposo,2-Mujer,64,4-No aplica,02-No,02-No,,,,15- Comerciante fijo en la comunidad
GHCUES2505,1,1-Jefe del hogar,2-Mujer,74,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES2506,1,1-Jefe del hogar,1-Hombre,37,,02-No,02-No,,,,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2506,5,3-Hijo,1-Hombre,5,,,,,,,
GHCUES2506,2,2-Esposa/esposo,2-Mujer,34,3-No embarazada ni lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES2506,3,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,
GHCUES2506,4,3-Hijo,2-Mujer,13,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,
GHCUES2507,2,3-Hijo,1-Hombre,21,,01-Si,01-Si,02-No,1-Primaria,6,05- Jornalero agrícola
GHCUES2507,4,3-Hijo,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES2507,5,3-Hijo,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES2507,1,1-Jefe del hogar,2-Mujer,47,3-No embarazada ni lactante,02-No,02-No,,,,05- Jornalero agrícola
GHCUES2507,3,3-Hijo,2-Mujer,17,4-No aplica,01-Si,01-Si,01-Si,2-Secundaria,1,07 - Escolar / estudiante
GHCUES2507,6,3-Hijo,2-Mujer,24,2-Lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES2507,7,5-Nieto,2-Mujer,0,4-No aplica,,,,,,
GHCUES2508,1,1-Jefe del hogar,1-Hombre,37,,02-No,02-No,,,,05- Jornalero agrícola
GHCUES2508,3,3-Hijo,1-Hombre,4,,,,,,,
GHCUES2508,2,2-Esposa/esposo,2-Mujer,24,2-Lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES2508,4,3-Hijo,2-Mujer,1,4-No aplica,,,,,,
GHCUES2509,1,1-Jefe del hogar,1-Hombre,47,,02-No,02-No,,,,05- Jornalero agrícola
GHCUES2509,3,3-Hijo,1-Hombre,23,,01-Si,01-Si,02-No,1-Primaria,5,05- Jornalero agrícola
GHCUES2509,4,3-Hijo,1-Hombre,16,,01-Si,01-Si,01-Si,2-Secundaria,2,07 - Escolar / estudiante
GHCUES2509,2,2-Esposa/esposo,2-Mujer,43,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES2509,5,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,
GHCUES2509,6,3-Hijo,2-Mujer,10,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES2510,1,1-Jefe del hogar,1-Hombre,42,,01-Si,01-Si,02-No,1-Primaria,6,20- Empleado de fuerzas de seguridad
GHCUES2510,3,3-Hijo,1-Hombre,17,,01-Si,01-Si,02-No,2-Secundaria,6,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2510,4,3-Hijo,1-Hombre,16,,01-Si,01-Si,01-Si,2-Secundaria,2,07 - Escolar / estudiante
GHCUES2510,5,3-Hijo,1-Hombre,20,,01-Si,01-Si,01-Si,2-Secundaria,2,07 - Escolar / estudiante
GHCUES2510,2,2-Esposa/esposo,2-Mujer,41,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES2510,6,4-Yerno/nuera,2-Mujer,15,1-Embarazada,01-Si,01-Si,02-No,1-Primaria,5,06 - Ama de casa
GHCUES2511,1,1-Jefe del hogar,1-Hombre,44,,01-Si,01-Si,02-No,2-Secundaria,5,21- Empleado especializado público o privado
GHCUES2511,5,4-Yerno/nuera,1-Hombre,20,,01-Si,01-Si,02-No,2-Secundaria,2,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2511,8,12-No hay parentesco,1-Hombre,5,,,,,,,
GHCUES2511,9,12-No hay parentesco,1-Hombre,2,,,,,,,
GHCUES2511,2,2-Esposa/esposo,2-Mujer,37,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,19- Obrero especializado independiente
GHCUES2511,3,3-Hijo,2-Mujer,16,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,3,07 - Escolar / estudiante
GHCUES2511,4,3-Hijo,2-Mujer,18,2-Lactante,01-Si,01-Si,02-No,2-Secundaria,1,06 - Ama de casa
GHCUES2511,6,5-Nieto,2-Mujer,0,4-No aplica,,,,,,
GHCUES2511,7,12-No hay parentesco,2-Mujer,20,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,5,09- Trabajador en oficios domésticos
GHCUES2512,1,1-Jefe del hogar,1-Hombre,33,,02-No,02-No,,,,05- Jornalero agrícola
GHCUES2512,3,3-Hijo,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES2512,4,3-Hijo,1-Hombre,5,,,,,,,
GHCUES2512,5,7-Suegro/a,1-Hombre,81,,02-No,02-No,,,,00-Ninguna
GHCUES2512,6,9-Otro familiar,1-Hombre,17,,01-Si,01-Si,02-No,1-Primaria,5,07 - Escolar / estudiante
GHCUES2512,2,2-Esposa/esposo,2-Mujer,29,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,05- Jornalero agrícola
GHCUES2513,1,1-Jefe del hogar,1-Hombre,61,,01-Si,01-Si,02-No,9-No sabe,8,05- Jornalero agrícola
GHCUES2513,2,3-Hijo,1-Hombre,7,,02-No,02-No,,,,
GHCUES2513,5,3-Hijo,1-Hombre,25,,01-Si,01-Si,02-No,1-Primaria,1,05- Jornalero agrícola
GHCUES2513,7,3-Hijo,1-Hombre,30,,02-No,02-No,,,,00-Ninguna
GHCUES2513,3,3-Hijo,2-Mujer,36,3-No embarazada ni lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES2513,4,5-Nieto,2-Mujer,10,3-No embarazada ni lactante,02-No,01-Si,02-No,1-Primaria,1,
GHCUES2513,6,4-Yerno/nuera,2-Mujer,17,3-No embarazada ni lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES2514,2,3-Hijo,1-Hombre,21,,01-Si,01-Si,02-No,1-Primaria,5,05- Jornalero agrícola
GHCUES2514,1,1-Jefe del hogar,2-Mujer,52,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES2514,3,3-Hijo,2-Mujer,16,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES2515,1,1-Jefe del hogar,1-Hombre,39,,02-No,02-No,,,,05- Jornalero agrícola
GHCUES2515,3,3-Hijo,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES2515,2,2-Esposa/esposo,2-Mujer,41,3-No embarazada ni lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES2515,4,3-Hijo,2-Mujer,10,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES2516,1,1-Jefe del hogar,1-Hombre,68,,02-No,02-No,,,,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2516,3,3-Hijo,1-Hombre,23,,01-Si,01-Si,02-No,1-Primaria,6,01-Agricultor sin tierra y/o en tierra familiar
GHCUES2516,5,5-Nieto,1-Hombre,3,,,,,,,
GHCUES2516,2,2-Esposa/esposo,2-Mujer,63,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES2516,4,4-Yerno/nuera,2-Mujer,18,2-Lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES2516,6,5-Nieto,2-Mujer,1,4-No aplica,,,,,,
GHCUES2517,1,1-Jefe del hogar,1-Hombre,39,,01-Si,01-Si,02-No,1-Primaria,6,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2517,7,3-Hijo,1-Hombre,7,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES2517,2,2-Esposa/esposo,2-Mujer,37,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,4,06 - Ama de casa
GHCUES2517,3,3-Hijo,2-Mujer,18,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,4,07 - Escolar / estudiante
GHCUES2517,4,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,1,07 - Escolar / estudiante
GHCUES2517,5,3-Hijo,2-Mujer,15,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,07 - Escolar / estudiante
GHCUES2517,6,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES2517,8,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES2518,1,1-Jefe del hogar,1-Hombre,42,,02-No,02-No,,,,05- Jornalero agrícola
GHCUES2518,3,3-Hijo,1-Hombre,18,,01-Si,01-Si,02-No,2-Secundaria,6,20- Empleado de fuerzas de seguridad
GHCUES2518,4,3-Hijo,1-Hombre,15,,01-Si,01-Si,01-Si,2-Secundaria,2,07 - Escolar / estudiante
GHCUES2518,2,2-Esposa/esposo,2-Mujer,38,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES2518,5,3-Hijo,2-Mujer,13,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES2518,6,3-Hijo,2-Mujer,8,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES2519,1,1-Jefe del hogar,1-Hombre,30,,01-Si,01-Si,02-No,1-Primaria,6,05- Jornalero agrícola
GHCUES2519,4,3-Hijo,1-Hombre,3,,,,,,,
GHCUES2519,2,2-Esposa/esposo,2-Mujer,28,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,5,15- Comerciante fijo en la comunidad
GHCUES2519,3,3-Hijo,2-Mujer,8,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES2520,1,1-Jefe del hogar,1-Hombre,59,,02-No,02-No,,,,"25-Agricultor dedicado a la producción de cafe exclusivamente , o con hortalizas y granos básicos"
GHCUES2520,2,2-Esposa/esposo,2-Mujer,54,4-No aplica,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES2520,3,3-Hijo,2-Mujer,36,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES2520,4,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,4,07 - Escolar / estudiante
GHCUES2521,1,1-Jefe del hogar,1-Hombre,70,,01-Si,02-No,,,,02-Agricultor dedicado a granos básicos
GHCUES2521,2,2-Esposa/esposo,2-Mujer,69,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES2521,3,5-Nieto,2-Mujer,22,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,2,15- Comerciante fijo en la comunidad
GHCUES2521,4,9-Otro familiar,2-Mujer,3,4-No aplica,,,,,,
GHCUES2522,2,3-Hijo,1-Hombre,16,,01-Si,01-Si,01-Si,2-Secundaria,1,05- Jornalero agrícola
GHCUES2522,3,3-Hijo,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES2522,4,3-Hijo,1-Hombre,8,,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES2522,5,3-Hijo,1-Hombre,4,,,,,,,
GHCUES2522,6,3-Hijo,1-Hombre,4,,,,,,,
GHCUES2522,1,1-Jefe del hogar,2-Mujer,41,3-No embarazada ni lactante,02-No,02-No,,,,09- Trabajador en oficios domésticos
GHCUES2523,1,1-Jefe del hogar,1-Hombre,51,,01-Si,01-Si,02-No,1-Primaria,6,15- Comerciante fijo en la comunidad
GHCUES2523,3,3-Hijo,1-Hombre,24,,01-Si,01-Si,02-No,2-Secundaria,1,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES2523,4,3-Hijo,1-Hombre,23,,01-Si,01-Si,01-Si,3-Superior/universitaria,4,18- Obrero especializado de fábrica
GHCUES2523,6,3-Hijo,1-Hombre,7,,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES2523,8,3-Hijo,1-Hombre,3,,,,,,,
GHCUES2523,2,2-Esposa/esposo,2-Mujer,40,3-No embarazada ni lactante,01-Si,02-No,,,,06 - Ama de casa
GHCUES2523,5,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,06 - Ama de casa
GHCUES2523,7,3-Hijo,2-Mujer,5,4-No aplica,,,,,,
GHCUES2524,1,1-Jefe del hogar,1-Hombre,38,,01-Si,01-Si,02-No,1-Primaria,2,15- Comerciante fijo en la comunidad
GHCUES2524,2,2-Esposa/esposo,2-Mujer,29,2-Lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES2524,3,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES2524,4,3-Hijo,2-Mujer,10,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES2524,5,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES2524,6,3-Hijo,2-Mujer,0,4-No aplica,,,,,,
GHCUES2525,2,3-Hijo,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES2525,5,5-Nieto,1-Hombre,5,,,,,,,
GHCUES2525,6,5-Nieto,1-Hombre,1,,,,,,,
GHCUES2525,1,1-Jefe del hogar,2-Mujer,44,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES2525,3,3-Hijo,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES2525,4,3-Hijo,2-Mujer,27,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES2526,1,1-Jefe del hogar,1-Hombre,40,,02-No,02-No,,,,15- Comerciante fijo en la comunidad
GHCUES2526,4,3-Hijo,1-Hombre,5,,,,,,,
GHCUES2526,2,2-Esposa/esposo,2-Mujer,26,3-No embarazada ni lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES2526,3,3-Hijo,2-Mujer,7,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES2526,5,3-Hijo,2-Mujer,3,4-No aplica,,,,,,
GHCUES2527,1,1-Jefe del hogar,1-Hombre,30,,01-Si,01-Si,02-No,2-Secundaria,6,18- Obrero especializado de fábrica
GHCUES2527,3,3-Hijo,1-Hombre,4,,,,,,,
GHCUES2527,2,2-Esposa/esposo,2-Mujer,20,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES2527,4,3-Hijo,2-Mujer,3,4-No aplica,,,,,,
GHCUES2528,1,1-Jefe del hogar,1-Hombre,28,,01-Si,01-Si,02-No,2-Secundaria,3,18- Obrero especializado de fábrica
GHCUES2528,3,3-Hijo,1-Hombre,6,,02-No,01-Si,01-Si,1-Primaria,1,
GHCUES2528,2,2-Esposa/esposo,2-Mujer,26,1-Embarazada,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES2528,4,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES2529,1,1-Jefe del hogar,1-Hombre,47,,01-Si,01-Si,02-No,1-Primaria,6,15- Comerciante fijo en la comunidad
GHCUES2529,2,2-Esposa/esposo,2-Mujer,42,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,15- Comerciante fijo en la comunidad
GHCUES2529,3,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES2530,1,1-Jefe del hogar,1-Hombre,43,,01-Si,01-Si,02-No,3-Superior/universitaria,1,21- Empleado especializado público o privado
